Из xml,Класс страницы,Тип страницы,Назначение,"URL красивый, читаемый и привлекательный",Название страницы,Код ответа,Закрыта от индекса,туров на 18.10.25,коммент
https://youtravel.me/tours/region/zabaykalskiy_kray/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/zabaykalskiy_kray/month-jul,Туры в Забайкальский край в июле,200,,#N/A,
https://youtravel.me/tours/region/zabaykalskiy_kray/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/zabaykalskiy_kray/month-jun,Туры в Забайкальский край в июне,200,,#N/A,
https://youtravel.me/tours/region/zabaykalskiy_kray/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/zabaykalskiy_kray/month-mar,Туры в Забайкальский край в марте,200,,#N/A,
https://youtravel.me/tours/region/zabaykalskiy_kray/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/zabaykalskiy_kray/month-may,Туры в Забайкальский край в мае,200,,#N/A,
https://youtravel.me/tours/region/zabaykalskiy_kray/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/zabaykalskiy_kray/month-nov,Туры в Забайкальский край в ноябре,200,,#N/A,
https://youtravel.me/tours/region/zabaykalskiy_kray/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/zabaykalskiy_kray/month-oct,Туры в Забайкальский край в октябре,200,,#N/A,
https://youtravel.me/tours/region/zabaykalskiy_kray/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/zabaykalskiy_kray/month-sep,Туры в Забайкальский край в сентябре,200,,#N/A,
https://youtravel.me/tours/region/zakinf,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/zakinf,Туры на Закинф,200,,4,
https://youtravel.me/tours/region/zakinf/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/zakinf/month-apr,Туры на Закинф в апреле,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/zakinf/month-aug,Туры на Закинф в августе,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/zakinf/month-dec,Туры на Закинф в декабре,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/zakinf/month-feb,Туры на Закинф в феврале,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/zakinf/month-jan,Туры на Закинф в январе,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/zakinf/month-jul,Туры на Закинф в июле,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/zakinf/month-jun,Туры на Закинф в июне,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/zakinf/month-mar,Туры на Закинф в марте,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/zakinf/month-may,Туры на Закинф в мае,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/zakinf/month-nov,Туры на Закинф в ноябре,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/zakinf/month-oct,Туры на Закинф в октябре,200,,#N/A,
https://youtravel.me/tours/region/zakinf/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/zakinf/month-sep,Туры на Закинф в сентябре,200,,#N/A,
https://youtravel.me/tours/region/zanzibar,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/zanzibar,Туры в Занзибар,200,,17,
https://youtravel.me/tours/region/zanzibar/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/zanzibar/month-apr,Туры в Занзибар в апреле,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/zanzibar/month-aug,Туры в Занзибар в августе,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/zanzibar/month-dec,Туры в Занзибар в декабре,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/zanzibar/month-feb,Туры в Занзибар в феврале,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/zanzibar/month-jan,Туры в Занзибар в январе,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/zanzibar/month-jul,Туры в Занзибар в июле,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/zanzibar/month-jun,Туры в Занзибар в июне,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/zanzibar/month-mar,Туры в Занзибар в марте,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/zanzibar/month-may,Туры в Занзибар в мае,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/zanzibar/month-nov,Туры в Занзибар в ноябре,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/zanzibar/month-oct,Туры в Занзибар в октябре,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/zanzibar/month-sep,Туры в Занзибар в сентябре,200,,#N/A,
https://youtravel.me/tours/region/zanzibar/type-safari,регионы,SEO-фильтр,Типы - сафари,https://youtravel.me/tours/region/zanzibar/type-safari,Сафари в Занзибаре,200,,#N/A,
https://youtravel.me/tours/region/zapadnaya-evropa,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/zapadnaya-evropa,Туры по Западной Европе,200,,#N/A,
https://youtravel.me/tours/region/zemlya_frantsa_iosifa,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/zemlya_frantsa_iosifa,Туры на Землю Франца-Иосифа,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/zolotoe_koltso_rossii,Туры по Золотому кольцу России,200,,3,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/from-spb,регионы,SEO-фильтр,Из города - СПБ,https://youtravel.me/tours/region/zolotoe_koltso_rossii/from-spb,Туры на Золотое кольцо России из Санкт-Петербурга,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-apr,Туры по Золотому кольцу России в апреле,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-aug,Туры по Золотому кольцу России в августе,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-dec,Туры по Золотому кольцу России в декабре,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-feb,Туры по Золотому кольцу России в феврале,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-jan,Туры по Золотому кольцу России в январе,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-jul,Туры по Золотому кольцу России в июле,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-jun,Туры по Золотому кольцу России в июне,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-mar,Туры по Золотому кольцу России в марте,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-may,Туры по Золотому кольцу России в мае,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-nov,Туры по Золотому кольцу России в ноябре,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-oct,Туры по Золотому кольцу России в октябре,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/zolotoe_koltso_rossii/month-sep,Туры по Золотому кольцу России в сентябре,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/seasons-spring,регионы,SEO-фильтр,Сезоны - весна,https://youtravel.me/tours/region/zolotoe_koltso_rossii/seasons-spring,Туры по Золотому кольцу России весной,200,,#N/A,
https://youtravel.me/tours/region/zolotoe_koltso_rossii/seasons-summer,регионы,SEO-фильтр,Сезоны - лето,https://youtravel.me/tours/region/zolotoe_koltso_rossii/seasons-summer,Туры по Золотому кольцу России летом,200,,#N/A,
https://youtravel.me/tours/specials,подборки,подборки,Хабовая техническая страница,https://youtravel.me/tours/specials,Туры по направлениям,200,,#N/A,
https://youtravel.me/tours/specials/23-fevralya,подборки,подборки,Праздники,https://youtravel.me/tours/specials/23-fevralya,Туры на 23 февраля,200,,#N/A,
https://youtravel.me/tours/specials/8_%D0%BC%D0%B0%D1%80%D1%82%D0%B0,подборки,подборки,Праздники,https://youtravel.me/tours/specials/8_марта,Туры на 8 марта,200,,#N/A,
https://youtravel.me/tours/specials/%D0%BC%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B5_%D0%BF%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%B8%D0%BA%D0%B8,подборки,подборки,Праздники - майские,https://youtravel.me/tours/specials/майские_праздники,Туры на майские праздники,200,,#N/A,
https://youtravel.me/tours/specials/ajs-floating-tury,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/ajs-floating-tury,Айс-флоатинг туры,200,,#N/A,
https://youtravel.me/tours/specials/aktivnye_tury,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/aktivnye_tury,Активные туры,200,,#N/A,
https://youtravel.me/tours/specials/all-inclusive,подборки,подборки,Всё включено (ручная),https://youtravel.me/tours/specials/all-inclusive,Туры всё включено: отдых с комфортом,200,,#N/A,
https://youtravel.me/tours/specials/bestsellers,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/bestsellers,"Золото, а не туры",200,noindex,#N/A,
https://youtravel.me/tours/specials/bez-vizy,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/bez-vizy,Туры без визы,200,,#N/A,
https://youtravel.me/tours/specials/bliznetsam_ponravyatsya_eti_puteshestviya,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/bliznetsam_ponravyatsya_eti_puteshestviya,Подборка путешествий для Близнецов,200,noindex,#N/A,
https://youtravel.me/tours/specials/city,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/city,Сити-туры по городам,200,,#N/A,
https://youtravel.me/tours/specials/cvetenie-maralnika-na-altae,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/cvetenie-maralnika-na-altae,Туры на цветение маральника на Алтае,200,,#N/A,
https://youtravel.me/tours/specials/devam_ponravyatsya_eti_puteshestviya,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/devam_ponravyatsya_eti_puteshestviya,Подборка путешествий для Дев,200,noindex,#N/A,
https://youtravel.me/tours/specials/ehkskursii-po-zamkam-i-dvorcam,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/ehkskursii-po-zamkam-i-dvorcam,Экскурсии по замкам и дворцам,200,,#N/A,
https://youtravel.me/tours/specials/eksklyuzivnie-turi,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/eksklyuzivnie-turi,Путешествия по незабываемым локациям,200,noindex,#N/A,
https://youtravel.me/tours/specials/festival-tyulpanov-v-stambule,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/festival-tyulpanov-v-stambule,Туры на фестиваль тюльпанов в Стамбуле,200,,#N/A,
https://youtravel.me/tours/specials/frirajd,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/frirajd,Фрирайд туры,200,,#N/A,
https://youtravel.me/tours/specials/goryachie-istochniki,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/goryachie-istochniki,Туры на горячие источники,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie_tury_v_kaliningrad,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie_tury_v_kaliningrad,Горящие туры в Калининград,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury,Горящие туры,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-na-altaj,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-na-altaj,Горящие туры на Алтай,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-na-bajkal,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-na-bajkal,Горящие туры на Байкал,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-na-bali,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-na-bali,Горящие туры на Бали,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-na-kamchatku,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-na-kamchatku,Горящие туры на Камчатку,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-na-kavkaz,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-na-kavkaz,Горящие туры на Кавказ,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-na-maldivy,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-na-maldivy,Горящие туры на Мальдивы,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-na-novyj-god,подборки,подборки,Праздники - Новый Год,https://youtravel.me/tours/specials/goryashchie-tury-na-novyj-god,Горящие туры на Новый Год,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-na-shri-lanku,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-na-shri-lanku,Горящие туры на Шри-Ланку,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-po-rossii,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-po-rossii,Горящие туры по России,200,noindex,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-adygeyu,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-adygeyu,Горящие туры в Адыгею,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-afriku,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-afriku,Горящие туры в Африку,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-dagestan,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-dagestan,Горящие туры в Дагестан,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-erevan,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-erevan,Горящие туры в Ереван,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-gruziyu,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-gruziyu,Горящие туры в Грузию,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-ingushetiyu,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-ingushetiyu,Горящие туры в Ингушетию,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-irkutsk,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-irkutsk,Горящие туры в Иркутск,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-kappadokiyu,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-kappadokiyu,Горящие туры в Каппадокию,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-kareliyu,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-kareliyu,Горящие туры в Карелию,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-kislovodsk,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-kislovodsk,Горящие туры в Кисловодск,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-kitay,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-kitay,Горящие туры в Китай,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-krasnodarskij-kraj,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-krasnodarskij-kraj,Горящие туры в Краснодарский край,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-marokko,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-marokko,Горящие туры в Марокко,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-mineralnye-vody,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-mineralnye-vody,Горящие туры в Минеральные Воды,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-olyudeniz,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-olyudeniz,Горящие туры в Олюдениз,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-pyatigorsk,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-pyatigorsk,Горящие туры в Пятигорск,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-stambul,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-stambul,Горящие туры в Стамбул,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-turciyu,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-turciyu,Горящие туры в Турцию,200,,#N/A,
https://youtravel.me/tours/specials/goryashchie-tury-v-yaponiyu,подборки,подборки,Горящие туры,https://youtravel.me/tours/specials/goryashchie-tury-v-yaponiyu,Горящие туры в Японию,200,,#N/A,
https://youtravel.me/tours/specials/gruppovye-tury,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/gruppovye-tury,Групповые туры,200,,#N/A,
https://youtravel.me/tours/specials/hochu-domoj,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/hochu-domoj,Хочу Домой - туры от Леонида Пашковского,200,,#N/A,
https://youtravel.me/tours/specials/individualnye_tury_dlya_grupp,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/individualnye_tury_dlya_grupp,Индивидуальные туры для групп,200,,#N/A,
https://youtravel.me/tours/specials/izbrannye_tury,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/izbrannye_tury,"Слишком хорошие скидки, чтобы их пропустить",200,noindex,#N/A,
https://youtravel.me/tours/specials/kataniya-na-sobachih-upryazhkah,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/kataniya-na-sobachih-upryazhkah,Катание на собачьих упряжках с хаски,200,,#N/A,
https://youtravel.me/tours/specials/kogda_otdykh_bez_morya_ne_otdykh,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/kogda_otdykh_bez_morya_ne_otdykh,,301,Redirected,#N/A,
https://youtravel.me/tours/specials/kombinirovannye-tury-po-evrope,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/kombinirovannye-tury-po-evrope,Комбинированные туры по Европе,200,,#N/A,
https://youtravel.me/tours/specials/kombo-tury,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/kombo-tury,Комбинированные туры,200,,#N/A,
https://youtravel.me/tours/specials/koncerty-i-festivali,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/koncerty-i-festivali,Туры на концерты и фестивали,200,,#N/A,
https://youtravel.me/tours/specials/4-days,подборки,подборки,Дни - на 4 дня,https://youtravel.me/tours/specials/koncerty-i-festivali,Туры на концерты и фестивали,200,,#N/A,
https://youtravel.me/tours/specials/kozerogam_ponravyatsya_eti_puteshestviya,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/kozerogam_ponravyatsya_eti_puteshestviya,Подборка путешествий для Козерогов,200,noindex,#N/A,
https://youtravel.me/tours/specials/lonely_planet_2026,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/lonely_planet_2026,Лучшие направления 2026 года по версии журнала Lonely Planet,200,noindex,#N/A,
https://youtravel.me/tours/specials/lvam_ponravyatsya_eti_puteshestviya,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/lvam_ponravyatsya_eti_puteshestviya,Подборка путешествий для Львов,200,noindex,#N/A,
https://youtravel.me/tours/specials/mini-gruppi,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/mini-gruppi,Туры в мини-группах,200,,#N/A,
https://youtravel.me/tours/specials/molodyozhnye-tury,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/molodyozhnye-tury,Молодёжные туры,200,,#N/A,
https://youtravel.me/tours/specials/morskie-kruizy,подборки,подборки,Тип тура (имитация),https://youtravel.me/tours/specials/morskie-kruizy,Морские круизы,200,,#N/A,
https://youtravel.me/tours/specials/new,подборки,подборки,Подборка для Руслана,https://youtravel.me/tours/specials/new,Новые туры и путешествия,200,,#N/A,
https://youtravel.me/tours/specials/new-year-active,подборки,подборки,Праздники - Новый Год,https://youtravel.me/tours/specials/new-year-active,Активный отдых на Новый год 2027,200,,#N/A,
https://youtravel.me/tours/specials/new-year-bus,подборки,подборки,Праздники - Новый Год,https://youtravel.me/tours/specials/new-year-bus,Автобусные туры и экскурсии на Новый год 2027,200,,#N/A,
https://youtravel.me/tours/specials/new-year-excursions,подборки,подборки,Праздники - Новый Год,https://youtravel.me/tours/specials/new-year-excursions,Однодневные туры на Новый год,200,,#N/A,
https://youtravel.me/tours/specials/new-year-family,подборки,подборки,Праздники - Новый Год,https://youtravel.me/tours/specials/new-year-family,Семейные туры с детьми на Новый год 2027,200,,#N/A,
https://youtravel.me/tours/specials/new-year-mountains,подборки,подборки,Праздники - Новый Год,https://youtravel.me/tours/specials/new-year-mountains,Новогодний отдых в горах 2027,200,,#N/A,
https://youtravel.me/tours/specials/new-year-sea,подборки,подборки,Праздники - Новый Год,https://youtravel.me/tours/specials/new-year-sea,Туры на море на Новый год 2027,200,,#N/A,
https://youtravel.me/tours/specials/new-year-skiing,подборки,подборки,Праздники - Новый Год,https://youtravel.me/tours/specials/new-year-skiing,Горнолыжные туры на Новый год 2027,200,,#N/A,
https://youtravel.me/tours/specials/new-year-trekking,подборки,подборки,Праздники - Новый Год,https://youtravel.me/tours/specials/new-year-trekking,Походы на Новый год 2027,200,,#N/A,
https://youtravel.me/tours/specials/nochnye_tury_po_rossii_i_miru,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/nochnye_tury_po_rossii_i_miru,Ночные туры по России и миру,200,noindex,#N/A,
https://youtravel.me/tours/specials/okunutsya_v_yarkie_kraski_i_ritm_otkrytoy_azii,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/okunutsya_v_yarkie_kraski_i_ritm_otkrytoy_azii,,301,Redirected,#N/A,
https://youtravel.me/tours/specials/ostrova,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/ostrova,Туры на острова,200,,#N/A,
https://youtravel.me/tours/specials/otpravitsya_na_ohotu_za_severnym_siyaniyem,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/otpravitsya_na_ohotu_za_severnym_siyaniyem,Туры за северным сиянием,200,,#N/A,
https://youtravel.me/tours/specials/ovny_ponravyatsa_eti_pyteshestvia,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/ovny_ponravyatsa_eti_pyteshestvia,Подборка путешествий для Овнов,200,noindex,#N/A,
https://youtravel.me/tours/specials/pogruzitsya_v_mir_dikoy_prirody,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/pogruzitsya_v_mir_dikoy_prirody,,301,Redirected,#N/A,
https://youtravel.me/tours/specials/populyarnye-tury-na-altaj,подборки,подборки,Популярные,https://youtravel.me/tours/specials/populyarnye-tury-na-altaj,Популярные туры на Алтай,200,noindex,#N/A,
https://youtravel.me/tours/specials/populyarnye-tury-na-kamchatku,подборки,подборки,Популярные,https://youtravel.me/tours/specials/populyarnye-tury-na-kamchatku,Популярные туры на Камчатку,200,noindex,#N/A,
https://youtravel.me/tours/specials/populyarnye-tury-v-armeniyu-i-gruziyu,подборки,подборки,Популярные,https://youtravel.me/tours/specials/populyarnye-tury-v-armeniyu-i-gruziyu,Популярные туры в Армению и Грузию,200,noindex,#N/A,
https://youtravel.me/tours/specials/populyarnye-tury-v-dagestan,подборки,подборки,Популярные,https://youtravel.me/tours/specials/populyarnye-tury-v-dagestan,Популярные туры в Дагестан,200,noindex,#N/A,
https://youtravel.me/tours/specials/populyarnye-tury-v-kareliyu,подборки,подборки,Популярные,https://youtravel.me/tours/specials/populyarnye-tury-v-kareliyu,Популярные туры в Карелию,200,noindex,#N/A,
https://youtravel.me/tours/specials/populyarnye-tury-v-yuzhnyy-dagestan,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/populyarnye-tury-v-yuzhnyy-dagestan,Популярные туры в Южный Дагестан,200,noindex,#N/A,
https://youtravel.me/tours/specials/poznakomitsya_s_gostepriimstvom_kavkaza,подборки,подборки,Ручная подборка спешиалз,https://youtravel.me/tours/specials/poznakomitsya_s_gostepriimstvom_kavkaza,,301,Redirected,#N/A,
